Clave,Descripción,Línea,Pub,MM,Cj,min
28761,GARBANZO GRANDE NATURAL,ABARR,48.00,48.00,48.00,48.00
19541,GARFIAS CIOCOLATO C/12 1 KG,MATCH,82.00,82.00,78.00,78.00
28780,GELATINA ANIS GARI C/50,GELAT,13.00,13.00,12.20,11.90
29000,GELATINA CEREZA GARI C/50 PZ,BAJA,13.00,13.00,12.20,11.90
28820,GELATINA CHOCOLATE GARI C/50,BAJA,13.00,13.00,12.20,12.20
29020,GELATINA COCO GARI C/50,GELAT,13.00,13.00,12.20,11.90
28970,GELATINA CRISTALINA NEGRA GARI C/50,BAJA,13.34,13.34,12.76,12.76
28860,GELATINA DURAZNO GARI C/50,GELAT,13.00,13.00,12.20,12.20
29160,GELATINA DURAZNO LIGHT 24pz,BAJA,15.00,15.00,13.20,12.80
29100,GELATINA fresa agua 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
28900,GELATINA FRESA AGUA GARI C/50,GELAT,13.00,13.00,12.20,11.90
29200,GELATINA FRESA AGUA LIGHT 24pz,GELAT,15.00,15.00,13.20,12.80
29421,GELATINA fresa leche 10/720gr GARI,BAJA,73.00,73.00,69.00,69.00
28920,GELATINA FRESA LECHE GARI C/50,GELAT,13.00,13.00,12.20,11.90
29561,GELATINA grosella  10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29560,GELATINA GROSELLA GARIC/50,GELAT,13.00,13.00,12.20,11.90
29120,GELATINA jerez 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29580,GELATINA JEREZ GARI C/50,GELAT,13.00,13.00,12.20,11.90
29240,GELATINA JEREZ LIGHT 24pz,BAJA,15.00,15.00,13.20,12.80
28790,GELATINA LECHE CONDENSADA GARI C/50,BAJA,13.34,13.34,12.76,12.76
29420,GELATINA limon 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29600,GELATINA LIMON GARI C/50,GELAT,13.00,13.00,12.20,11.90
29260,GELATINA LIMON LIGHT 24pz,GELAT,15.00,15.00,13.20,12.80
29440,GELATINA MANDARINA GARI C/50,BAJA,13.00,13.00,12.20,11.90
29280,GELATINA MANDARINA LIGHT 24pz,BAJA,15.00,15.00,13.20,12.80
29460,GELATINA MANGO GARI C/50,GELAT,15.00,15.00,13.20,12.80
29360,GELATINA MANGO LIGHT 24pz,GELAT,15.00,15.00,13.20,12.80
29620,GELATINA MORA SILVESTRE GARI C/50,BAJA,13.00,13.00,12.20,11.90
29500,GELATINA naranja 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29640,GELATINA NARANJA GARI C/50,GELAT,13.00,13.00,12.20,11.90
29300,GELATINA NARANJA LIGHT 24pz,BAJA,15.00,15.00,13.20,12.80
29660,GELATINA NUEZ GARI C/50,BAJA,13.00,13.00,12.20,11.90
29520,GELATINA piña 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29680,GELATINA PIÑA GARI C/50,GELAT,13.00,13.00,12.20,11.90
29320,GELATINA PIÑA GARI LIGHT,BAJA,15.00,15.00,13.20,12.80
29700,GELATINA PISTACHE GARI C/50,BAJA,13.00,13.00,12.20,11.90
29720,GELATINA ROMPOPE GARI C/50,GELAT,13.00,13.00,12.20,11.90
29340,GELATINA ROMPOPE GARI LIGHT pz cj/24 pz,BAJA,15.00,15.00,13.20,12.80
29540,GELATINA uva 10/720gr GARI,GELAT,73.00,73.00,69.00,69.00
29740,GELATINA UVA GARI C/50,GELAT,13.00,13.00,12.20,11.90
29380,GELATINA UVA GARI LIGHT 24pz,BAJA,15.00,15.00,13.20,12.80
29760,GELATINA VAINILLA GARI C/50,GELAT,13.00,13.00,12.20,11.90
29400,GELATINA VAINILLA GARI LIGHT C/24pz,BAJA,15.00,15.00,13.20,12.80
30060,GLASSE FRESA MANGA DOLCHE C/12/1KG,MATPR,44.00,44.00,38.00,38.00
30125,GLIT ESPEJO ARIS VARIOS c/20,PASTE,22.50,22.50,22.50,22.50
30460,GLOBO 9 AZUL ROYAL 50 PZ,FIEST,44.00,44.00,44.00,44.00
31260,GLOBO 9 ROSA BEBE  50PZ,FIEST,46.01,44.00,44.00,42.00
31960,GLUCOSA GRADO 43 C/27 KG,MATPR,645.00,645.00,645.00,645.00
31965,GLUTEN,FOOD,145.00,145.00,145.00,145.00
31982,GOMA AMERICAN KG,DULCE,110.00,110.00,100.00,100.00
37839,GOMA LOMBRIZ DONA COCA 1 KG,DULCE,120.00,110.00,105.00,105.00
37840,GOMA PANDITAS GRANEL,DULCE,120.00,105.00,98.00,98.00
31983,GOMA XTREME MORA ARCO IRIS KG,DULCE,140.00,140.00,120.00,120.00
35012,GOMIMANGO ENCHILADO C/14/1 KG,DULCE,100.00,90.00,78.00,76.00
32001,GORRO TIPO HONGO CHEF C/50pz,MATPR,10.00,10.00,5 .50,5 .20
32040,GRAGEA COLORES KILO,MATPR,64.00,64.00,58.00,58.00
32160,GRANILLO BLANCO TURIN CUB C/6,MATCH,310.00,310.00,295.00,295.00
32180,GRANILLO CON LECHE TURIN C/6,MATCH,290.00,290.00,260.00,250.00
32100,GRANILLO DE CHOCOLATE C/5 KG,MATPR,60.00,60.00,46.00,46.00
32140,GRANILLO MULTICOLOR C/5 KG,MATPR,60.00,60.00,46.00,46.00
32220,GRANILLO SEMIAMARGO TURIN  C/6,MATCH,260.00,260.00,240.00,230.00
32261,GRANO ELOTE 2.9/6 HERDEZ,ABARR,144.00,144.00,138.00,132.00
32256,GRANO ELOTE 3kg/6  ASTRA MONTE,ABARR,118.00,118.00,118.00,118.00
32259,GRANO ELOTE 400/24 HERDEZ,ABARR,19.00,19.00,18.50,18.50
32280,GRANOLA BASICA MULTINOLA  C/10,FRUGA,56.00,56.00,52.00,52.00
32300,GRANOLA ESPECIAL NUTRIGUEÑA C/10,BAJA,66.00,66.00,62.00,62.00
32320,GRANOLA PLUS NUTRIGUEÑA C/10,FRUGA,70.00,70.00,64.00,64.00
32340,GRANOLA SELECTA NUTRIGUEÑA C/10,BAJA,58.76,58.76,51.98,50.62
32240,GRANOLA SUPER NUTRIGUEÑA C/10,FRUGA,74.00,74.00,68.00,67.00
32540,GRENETINA C/10/ 1 KG PILSAC 300,GRENE,245.00,245.00,235.00,235.00
32520,GRENETINA C/40/250 GRS PILSAC 300,GRENE,68.00,68.00,63.00,63.00
32518,GRENETINA C/50/100 GRS PILSAC 300,GRENE,31.00,31.00,26.50,24.50
32360,GRENETINA DUCHE DORADA 250 C/48,GRENE,64.00,64.00,55.00,53.00
32380,GRENETINA DUCHE DORADA KG C/12,GRENE,222.00,222.00,214.00,210.00
32460,GRENETINA SOBRES C/16/4 64 cajilla DUCHE,GRENE,21.00,21.00,18.50,18.50
32560,GUANTE  WINCO WINWARE GCR-L,ALEGR,452.86,452.86,353.80,325.50
32617,GUANTE DE NITRILO AZUL GDE C/100pz,HIGIE,180.00,180.00,160.00,160.00
32581,GUANTE LATEX grande NAT C/10/100,HIGIE,180.00,180.00,160.00,160.00
32621,GUANTE NITRILO EX GRANDE 10/100,HIGIE,145.00,145.00,135.00,132.00
32610,GUANTE NITRILO NEGRO chico C/20/100,HIGIE,145.00,145.00,135.00,132.00
32612,GUANTE NITRILO NEGRO grande C/20/100,HIGIE,140.00,140.00,135.00,125.00
32611,GUANTE NITRILO NEGRO mediano C/20/100,HIGIE,145.00,145.00,135.00,132.00
32620,GUANTE POLY C/50/100 PZ,MATPR,28.00,28.00,28.00,25.00
32640,HABA ENCHILADA KG,FRUCA,76.00,76.00,72.00,70.00
32461,HABA NATURAL KG,ABARR,86.00,86.00,86.00,86.00
32695,HAMBURGUESERA 6X6 FIBRA C/5/50 INIX,BIODE,130.00,130.00,110.00,110.00
32681,HAMBURGUESERA BIODE REYMA C/5/100,DETER,131.56,131.56,116.38,113.34
24158,HAMBURGUESERA BIOPLAST 4/125 PZ,DETER,93.99,93.99,81.25,74.99
39287,HAMBURGUESERA CARTON PIKPEL C/4/50 PZ,DESEC,69.99,69.99,64.99,64.99
32680,HAMBURGUESERA REYMA C/5/100,DETER,108.94,108.94,96.37,93.86
10813,HARINA ARROZ 500 C/12,ABARR,35.00,35.00,29.00,29.00
5016,HARINA ARROZ ROJO 16 oz GLUTINOSO,ORIEN,54.00,54.00,51.00,51.00
5015,HARINA ARROZ VERDE GLUTINOSO 16oz,ORIEN,58.00,58.00,52.00,52.00
32723,HARINA CHOCOLATE 3 ESTRELLAS C/12/432,ABARR,48.00,48.00,48.00,48.00
32740,HARINA CHOCOLATE BETTY C C/12,ABARR,49.00,49.00,45.00,45.00
32735,HARINA DE COCO kilo,MATPR,150.00,150.00,140.00,140.00
32720,HARINA HOJA DE PLATA  C/44,ABAAZ,835.00,835.00,825.00,815.32
32700,HARINA HOJA DE PLATA C/10 KG,ABAAZ,215.00,215.00,215.00,215.00
32702,HARINA HOJA DE PLATA C/25 KG,ABAAZ,485.00,485.00,475.00,465.00
37738,HARINA HOTCAKES NEGRITA C/12/800,ABARR,98.00,98.00,94.00,94.00
32734,HARINA HOTCAKES PRONTO C/12/800,ABARR,46.00,46.00,44.00,44.00
32721,HARINA INTEGRAL KG C/10,ABAAZ,34.00,34.00,34.00,34.00
34852,HARINA MAIZ 20/250 GR NIXARINA,ABARR,17.20,17.20,17.20,17.20
32719,HARINA MALTA KG,ABAAZ,145.00,145.00,145.00,145.00
32725,HARINA MASECA C/10 KG,ABARR,21.50,21.50,20.50,19.80
32722,HARINA MODERNA 10/1kg SAN BLAS,ABAAZ,22.00,22.00,18.50,18.50
5017,HARINA TAPIOCA BOT HA CAO 340grs,ORIEN,54.00,54.00,46.00,44.00
32760,HARINA VAINILLA BETTY C C/12,ABARR,49.00,49.00,45.00,45.00
32881,HIGO EN ALMIBAR kilo,ABARR,82.00,82.00,82.00,82.00
38076,HOJA ALUMINIO 30X27 ALUMINE C/8/200,ALUFO,86.00,86.00,79.00,77.00
32935,HOJA ALUMINIO ENCERADO ALUPAPEL C/5/100,FOOD,590.00,590.00,590.00,580.00
5010,HOJAS DE ARROZ CUADRADA 340grs,ORIEN,58.00,58.00,52.00,52.00
5011,HOJAS DE ARROZ REDONDA 340gr,ORIEN,65.00,65.00,65.00,65.00
32060,HOJUELA DE CHOCOLATE 1/10 KG SABROS,MATPR,80.00,75.00,72.00,72.00
327361,HOJUELA DE COCO C/4.5KG,MATPR,240.00,240.00,210.00,210.00
32960,HUEVITO PINTO kg cj c/15 kg,DULCE,130.00,130.00,112.00,112.00
32965,HUMO EN POLVO C/300 grs ORGANIC,SPECI,55.00,55.00,55.00,45.00
336801,J HORCHATA TABASCO 1lt/12,SABOU,50.00,50.00,47.00,47.00
336802,J HORCHATA TABASCO 2lt/6,SABOU,95.00,95.00,90.00,90.00
33520,J TUCAN FRESA 1 LT c/12 pz,SABOU,71.00,71.00,62.50,62.50
33540,J TUCAN FRESA 1/2 GALON cj/6,SABOU,118.00,118.00,111.00,111.00
33580,J TUCAN GUAYABA 1/2 GALON cj/6,SABOU,118.00,118.00,111.00,111.00
33160,J TUCAN HORCHATA 1 LT C/12,SABOU,71.00,71.00,62.50,62.50
33180,J TUCAN HORCHATA 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33600,J TUCAN JAMAICA 1 LT pz c/12 pz,SABOU,71.00,71.00,62.50,62.50
33200,J TUCAN JAMAICA 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33220,J TUCAN LIMON 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33240,J TUCAN MANGO 1 LT C/12,SABOU,72.00,72.00,63.50,63.00
33640,J TUCAN MANGO 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33581,J TUCAN MANGO 500mL C/12,SABOU,27.00,27.00,25.50,25.50
33170,J TUCAN MANZANA 1/2 GALON,SABOU,118.00,118.00,111.00,111.00
33660,J TUCAN PIÑA 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33582,J TUCAN TAMARINDO  500ml C/12,SABOU,27.00,27.00,25.50,25.50
33480,J TUCAN TAMARINDO 1 LT C/12,SABOU,71.00,71.00,62.50,62.50
33500,J TUCAN TAMARINDO 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
33680,J TUCAN UVA 1/2 GALON C/6,SABOU,118.00,118.00,111.00,111.00
10031,JABON SALVO LIQUIDO LIMON 900ML,ABARR,78.00,78.00,78.00,78.00
43019,JALAPEÑO PORCION zafran C/204,FOOZA,91.45,91.45,84.13,84.13
33000,JAMAICA SUDAN KG,FRUSE,85.00,85.00,82.00,80.00
33120,JARABE CHOCO 3.4 C/4 HERSHEY,MATCH,270.00,270.00,255.00,250.00
33140,JARABE CHOCO 589 C/24 HERSHEY,MATCH,65.00,65.00,62.00,58.00
33020,JARABE CHOCOLA 7/1.2  SCIROPPO ALPEZZ,MATCH,135.00,135.00,125.00,125.00
33040,JARABE CHOCOLA C/5 KG SCIROPPO ALPEZZI,MATCH,455.00,455.00,455.00,455.00
16964,JARABE CURAZAO 12/1 LT DRAC VALLEY,ABARR,65.00,65.00,61.00,61.00
33085,JARABE FRESA  589/6 HERSHEY,MATCH,70.00,70.00,65.00,63.00
33100,JARABE GRANADINA MADRILEÑA 1 LT C/12,ABARR,72.00,72.00,68.00,68.00
33091,JARABE MAPLE GARI C/12/500,ABARR,49.00,49.00,43.00,43.00
33090,JARABE MAPLE KARO C/12/500ML,ABARR,60.00,60.00,60.00,60.00
33260,JARABE MELISSA 1200ml/12,MATPR,52.00,52.00,44.00,44.00
33280,JARABE NATURAL MADRILEÑA 1LT C/12,ABARR,72.00,72.00,69.00,69.00
33089,JARABE PELON TAMARINDO 5.2 KG,MATPR,595.00,595.00,575.00,573.00
37181,JENGIBRE ORGANIC,SPECI,48.00,48.00,44.00,42.00
29582,JEREZ TRES CORONAS 4L,ABARR,245.00,245.00,245.00,245.00
6021,JGO  ESPATULAS AZ5900,ALEGR,49.56,49.56,37.17,35.99
26301,JGO 2 ESPATULAS 3-0173,ALEGR,40.37,40.37,34.80,32.02
33677,JGO 8 DUYAS MAS MANGA 4-1715,ALEGR,44.00,44.00,36.51,34.50
33727,JGO CONTADOR VALENTIN 7 PZ TOL0943,ALEGR,64.99,59.16,51.27,45.36
33717,JGO CORADOR CORAZON TOL0877,ALEGR,45.00,41.76,36.19,32.02
336896,JGO CORADOR UNICORNIO METAL CTR0424,ALEGR,72.00,69.60,60.32,53.36
33702,JGO CORTADOR 3PZ 4-1966,ALEGR,60.00,60.00,55.00,51.01
33685,JGO CORTADOR 8 PZ 63-141,ALEGR,69.99,69.99,64.99,64.99
337013,JGO CORTADOR ABC 36 PZ TOL00898,ALEGR,225.01,217.50,188.50,166.75
33703,JGO CORTADOR CAMION 8 PZ 00868,ALEGR,64.99,62.64,54.29,48.02
33721,JGO CORTADOR CARROZA CTR0392,ALEGR,64.99,62.64,54.29,48.02
33719,JGO CORTADOR CIRCULOS TOLOO874,ALEGR,45.00,41.76,36.19,32.02
33718,JGO CORTADOR CUADROS TOL00876,ALEGR,50.00,48.72,42.22,37.35
33684,JGO CORTADOR DESSERT 4 PZ 4-159,ALEGR,64.99,64.99,62.00,50.80
33729,JGO CORTADOR DINOSAURIO TOL0869,ALEGR,64.99,62.64,54.29,48.02
24562,JGO CORTADOR DOBLE FLOR 5-5219,ALEGR,34.00,34.00,31.51,26.49
33686,JGO CORTADOR FLORES 4 PZ 5-5226,ALEGR,58.00,58.00,52.00,42.70
33730,JGO CORTADOR JENGIBRE 8 PZ TOL0944,ALEGR,55.00,52.20,45.24,40.02
33687,JGO CORTADOR OSOS 4 PZ 4-158,ALEGR,64.99,64.99,55.00,50.80
33716,JGO CORTADOR OVALOS 6PZ TOL0875,ALEGR,60.00,55.68,48.26,42.69
24565,JGO CORTADOR PLAS  EIFFEL CTR0322,ALEGR,32.00,32.00,30.50,25.50
24566,JGO CORTADOR PLAS BOTELLA CTR0323,ALEGR,32.00,32.00,30.50,25.50
24563,JGO CORTADOR PLAS PENTAGONO 5-5324,ALEGR,32.00,32.00,30.50,23.90
24567,JGO CORTADOR PLAS ROSA CTR0324,ALEGR,32.00,32.00,30.50,25.50
33690,JGO CORTADORES EN ARO 63-073,ALEGR,29.00,29.00,25.00,22.70
28366,JGO CUCHARA MEDIDORA  5 PZ 4-1125,ALEGR,60.55,60.55,52.20,48.02
6027,JGO CUCHARA MEDIDORA PB016,ALEGR,30.62,30.62,22.97,22.50
6017,JGO CUCHARAS MEDIDORA 2504,ALEGR,32.48,32.48,24.36,24.00
336893,JGO CUCHARAS MEDIDORAS 6 PZ TOL00983,ALEGR,35.99,34.80,30.16,26.68
33700,JGO DE CORTADORES Y RODILLO 4-1703,ALEGR,167.04,167.04,130.50,120.06
33698,JGO DE MANGA ESPATULA 6 DUYAS 6125,ALEGR,54.00,54.00,50.49,46.01
33709,JGO DECORACION 7 DUYAS TOL00855,ALEGR,55.00,52.20,45.24,40.02
33706,JGO DECORACION BOLSA 6PZ  TIP00144,ALEGR,47.10,47.10,40.60,37.35
33696,JGO DECORACION DUYAS 17 PZ TOL 0016,ALEGR,145.00,145.00,139.00,135.00
33712,JGO DECORACION DUYAS MANGA 7PZ TOL00964,ALEGR,55.00,48.72,42.22,37.35
33705,JGO DECORACION ESPATULA 11 PZ TOL0936,ALEGR,116.00,113.10,98.02,86.71
33711,JGO DECORACION ESPATULA 8PZ TOL0857,ALEGR,74.00,73.08,63.34,56.03
6025,JGO DUYA RUSA CON MANGA AZ5952,ALEGR,113.59,113.59,85.19,79.49
13626,JGO DUYAS ACOPLADOR 12 PZ TOL000854,ALEGR,60.55,60.55,52.20,48.02
33731,JGO DUYAS ACOPLADOR TOL0859,ALEGR,95.00,90.48,78.42,69.37
6043,JGO DUYAS AZ5907,ALEGR,50.46,50.46,42.05,38.69
34969,JGO DUYAS C/MANGA 4-1221,ALEGR,110.00,110.00,105.00,98.99
33713,JGO EMPANADA 3PZ  TOL00998,ALEGR,55.00,48.72,42.22,37.35
33722,JGO ESPATULA MGO NEGRO TOL0933,ALEGR,85.00,83.52,72.38,64.03
6020,JGO ESTAPULA PLASTICO AZ5702,ALEGR,22.92,22.92,17.19,16.21
33726,JGO EXTRUSOR A INOX FONDANT TOL00929,ALEGR,270.00,261.00,226.20,200.10
33678,JGO GUBIAS P/GELATINA 11 P 4-2642 4-2640,ALEGR,195.00,195.00,185.00,175.00
33725,JGO HERRAMIENTAS TALLADO 3pz OTS00162,ALEGR,90.00,87.00,75.40,66.70
33724,JGO P/SERVIR 2 PZ TOL0956,ALEGR,90.00,87.00,75.40,66.70
33714,JGO PEINES 3PZ TOL01033,ALEGR,35.00,31.32,27.14,24.01
33693,JGO PINCELES 5PZ A555,ALEGR,120.00,120.00,110.00,110.00
33694,JGO.MANGA PCO CON DUYAS 3-0158,ALEGR,58.00,58.00,52.00,44.00
33741,JUGO ARANDANO OCEAN 1LT C/12,ABARR,33.00,33.00,30.50,29.50
33739,JUGO COCO PIÑA JUMEX C/12/1 LT,ABAJU,26.00,26.00,23.50,23.50
33720,JUGO LIMON MEGA C12/1LT,SALSA,35.00,35.00,31.00,31.00
337411,JUGO MANGO JUMEX C12 LT,ABAJU,25.00,25.00,23.50,23.50
33745,JUGO MANZANA JUMEX C/12,ABAJU,25.00,25.00,23.50,23.50
33743,JUGO NARANJA JUMEX 1 LT C/12,ABAJU,25.00,25.00,23.80,23.80
33738,JUGO NARANJA UNICO 1lt,ABAJU,38.00,38.00,36.50,36.50
337391,JUGO NARANJA UNICO 475 ML C/12,ABAJU,19.00,19.00,18.20,18.20
33742,JUGO PIÑA JUMEX 1 LT C/12,ABAJU,25.00,25.00,23.50,23.50
33740,JUGO TOMATE JUMEX C/12/1 LT,ABAJU,25.00,25.00,23.50,23.50
337412,JUGO TORONJA JUMEX C/12 lt,ABAJU,-,-,-,-
33746,JUGO UVA JUMEX C/12 1LT,ABAJU,25.00,25.00,23.50,23.50
35325,KARAKUCHI ACEITE AJONJOLI CHILE 6/1.65KG,ORIEN,"1,050.00","1,050.00","1,005.00","1,005.00"
33780,KETCHUP BOLSA 3 KG C/6 heinz,FOOD,145.00,145.00,141.00,141.00
33800,KETCHUP PET 397/16 TRANSP HEINZ,FOOD,25.00,25.00,21.50,20.50
33861,KETCHUP PET 40 OZ 1.07KG heinz,FOOD,64.00,64.00,64.00,64.00
33801,KETCHUP PORCION 200pz HEINZ,FOOD,125.00,125.00,125.00,125.00
33820,KETCHUP PORCION 9GR C/1000 heinz,FOOD,565.00,565.00,565.00,565.00
33880,KISSES hershey ALMENDRA KILO,DULCE,350.00,320.00,300.00,300.00
33961,KISSES HERSHEY CARAMELO Y SAL 2.5/4 B,MATCH,220.00,200.00,180.00,160.00
33920,KISSES HERSHEY SEMI CHISPA C/4/2.5,MATCH,280.00,280.00,240.00,230.00
33960,KISSES hershey SEMIAMARGO KILO,DULCE,280.00,280.00,225.00,225.00
33965,KIWI DESHIDRATADO C/10 KG,FRUSE,200.00,180.00,175.00,170.00
33980,KRANKY GRANEL C/6 KG,DULCE,200.00,180.00,160.00,160.00
34340,L CARNATION 356/48  lata NESTLE,NESTL,22.00,22.00,21.20,20.80
34360,L CARNATION LITRO c/12 NESTLE,NESTL,51.00,51.00,51.00,51.00
34345,L CARNATION POLVO C24/460gr NESTLE,NESTL,59.00,59.00,56.00,56.00
34600,LAGRIMA  CARAMELO GOTA C/1 KG,DULCE,120.00,120.00,100.00,90.00
34080,LAMINA 25X35 BOBINA polisuper,BOLSU,85.00,85.00,79.00,78.00
34070,LAMINA 25X35 BULTO c/25kg,BOLSU,80.01,80.01,72.00,72.00
34120,LAMINA 25X35 POLI caja LEO 5 KG,BOLSA,80.01,80.01,62.00,62.00
34125,LAMINA 25X35 POLI caja NARANJA GON C/5kg,BOLSA,80.01,80.01,62.00,62.00
34140,LAMINA 30X40 BOBINA polisuper,BOLSU,60.00,54.00,48.00,48.00
34160,LAMINA 30X40 POLI caja C/5,BOLSA,62.00,62.00,62.00,62.00
34180,LAPOSE CAFE MANTEQUILLA KILO,DULCE,180.00,180.00,155.00,155.00
34200,LAPOSE CHOCOLATE TEENS SURTIDO 10KG,DULCE,440.00,440.00,410.00,410.00
34260,LAPOSE NAPOLITANO KILO,DULCE,140.00,120.00,112.00,112.00
34280,LAPOSE RELLENO SURTIDO KILO,DULCE,240.00,240.00,210.00,210.00
34320,LAPOSE RON MANTEQUILLA KILO,DULCE,170.00,170.00,150.00,140.00
18940,LATOTA JALAPEÑOS COSTEÑA  3.65/6,ABACH,105.00,105.00,98.00,98.00
18901,LATOTA RAJAS COSTEÑA 3.65/6,ABACH,178.00,178.00,169.00,169.00
34380,LECHE COCO 6/ litro CALAHUA,ABAJU,52.00,52.00,48.00,48.00
34381,LECHE COCO ALMENDRA litro/6  CALAHUA,ABAJU,45.00,45.00,42.00,42.00
34351,LECHE CONDENSADA ASTRA C/24/1KG,ABARR,64.00,64.00,61.00,61.00
19863,LECHE DE COCO AROY TETRA PACK 500 ML,ORIEN,58.00,58.00,53.00,53.00
34400,LECHE DE SOYA NATURAL KG,MATPR,72.00,72.00,64.00,64.00
34700,LECHE DESLACTOSADA  ALPURA  C/12 PZ,ABALH,26.50,26.50,25.50,25.50
34701,LECHE deslactosada LIGHT ALPURA C/12,ABALH,26.50,26.50,25.50,25.50
34424,LECHE EN POLVO,ABARR,90.00,90.00,85.00,82.00
34402,LECHE ENTERA ALPURA CAJA C/12,ABALH,26.50,26.50,25.50,25.50
34401,LECHE LIGHT ALPURA C/12 LT,ABALH,26.50,26.50,25.50,25.50
34423,LECHE NIDO CLASICA C/6/1.560 KG,ABARR,275.00,275.00,275.00,275.00
34420,LECHE NIDO CLASICA C/6/2.16 KG,ABARR,235.00,235.00,225.00,218.00
34422,LECHE NIDO CLASICA C/6/2.2 KG,ABARR,285.00,285.00,285.00,285.00
34427,LECHE POLVO C/10 KG CEREVITA NESTLE CAJA,NESTL,"1,680.00","1,680.00","1,680.00","1,680.00"
34425,LECHE POLVO C/35 KG CEREVITA NESTLE,NESTL,144.00,144.00,144.00,144.00
34000,LECHERA 11 KG NESTLE,NESTL,705.00,705.00,705.00,705.00
34020,LECHERA 25 KG NESTLE,NESTL,"1,350.00","1,350.00","1,350.00","1,350.00"
34040,LECHERA 397/48 lata NESTLE,NESTL,28.00,28.00,27.50,27.00
34045,LECHERA C/48/100grs  CHIQUITA NESTLE,NESTL,10.00,10.00,9 .50,9 .50
30046,LECHERA SKZ 335/18,ABARR,48.00,48.00,45.00,45.00
10815,LENTEJA CHICA,ABARR,42.00,42.00,42.00,42.00
34460,LEVADURA NEVADA AMARILLA C/20,MATPR,62.00,62.00,61.00,61.00
34480,LEVADURA NEVADA ROJA C/20,MATPR,62.00,62.00,61.00,61.00
34440,LEVADURA TRADIPAN CASERA C/56/4,MATPR,26.00,26.00,20.50,20.50
288331,LICHIS  565gr C/24 SAN MIGUEL SHIRAKIKU,ABACO,76.00,76.00,73.00,71.00
34500,LIGA 10 FESA C/125,FIEST,22.01,22.01,19.00,19.00
34520,LIGA 18 FESA  C/125,FIEST,19.00,19.00,17.50,17.50
34540,LIGA 18 PAYASO NAT C/130,BAJA,20.00,20.00,18.00,18.00
16541,LIMON DESHIDRATADO INES BOLSA 1K C/20,ABAIN,182.11,182.11,174.51,169.96
34630,LINAZA ENTERA KG,FRUSE,35.00,35.00,33.00,33.00
34620,LINAZA MOLIDA,FRUSE,75.00,75.00,65.00,65.00
29822,LIQUA-GEL 20ml AMARILLO CH5142 CH5260,ALEGR,31.12,31.12,26.83,24.68
28832,LIQUA-GEL 20ml AMARILLO DORADO CH5141,ALEGR,35.00,35.00,31.00,29.00
29824,LIQUA-GEL 20ml AZUL CH5118 CH5454 CH5103,ALEGR,31.12,31.12,26.83,24.68
28833,LIQUA-GEL 20ml DURAZNO CH5145,ALEGR,35.00,35.00,31.00,29.00
29827,LIQUA-GEL 20ml NARANJA CH5456 CH5124,ALEGR,35.00,35.00,31.00,29.00
29826,LIQUA-GEL 20ml NEGRO CARBON CH5101,ALEGR,31.12,31.12,26.83,24.68
58334,LIQUA-GEL 20ml NEGRO DIAMANTE CH5121,ALEGR,35.00,35.00,31.00,29.00
28836,LIQUA-GEL 20mL ORO CH5123,ALEGR,35.00,35.00,31.00,29.00
28834,LIQUA-GEL 20ml PURPURA BRILLANTE CH5259,ALEGR,35.00,35.00,31.00,29.00
28835,LIQUA-GEL 20ml PURPURA CH5128,ALEGR,35.00,35.00,31.00,29.00
28830,LIQUA-GEL 20ml ROSA PROFUNDO CH5125,ALEGR,35.00,35.00,31.00,29.00
28829,LIQUA-GEL 20ml ROSA ROSA CH5129,ALEGR,35.00,35.00,31.00,29.00
28831,LIQUA-GEL 20ml TURQUESA CH5130,ALEGR,35.00,35.00,31.00,29.00
28837,LIQUA-GEL 20ml VERDE CH5126 CH5100,ALEGR,35.00,35.00,31.00,29.00
29820,LIQUA-GEL AMARILLO LIMON 298 gr,ALEGR,225.01,225.01,225.01,225.01
29851,LIQUA-GEL AZUL CIELO 298gr CH5420,ALEGR,155.00,155.00,145.00,145.00
29850,LIQUA-GEL DORADO 298gr CH5430,ALEGR,140.00,140.00,132.00,127.99
29780,LIQUA-GEL SUPER ROJO 298gr CH5477,ALEGR,225.01,225.01,205.00,205.00
28952,LIQUA-GEL VERDE BOSQUE 298gr CH5428,ALEGR,155.00,155.00,145.00,145.00
34680,LUNETA BARCEL GRANEL kg c/6 kg,DULCE,80.00,60.00,52.00,50.20
34640,LUNETA COLORES ANDINETA C/5,DULCE,100.00,80.00,76.00,71.00
34720,LUNETA SELFIES GRANEL C/12,DULCE,90.00,80.00,80.00,80.00
34740,MAGGI  C/24/200ML NESTLE,NESTL,62.00,62.00,59.00,59.00
